,incident_id,cc_code,incident_nmbr,timestamp,description,location,area,zoom_map,tb_xy,latitude,longitude,district,county_fips_id,city_fips_id,freeway_nmbr,freeway_direction,state_postmile,abs_postmile,severity,duration
1047,18581815,LAHB,190301,2019-03-01 17:16:00,1182-Trfc Collision-No Inj,I210 E / S Myrtle Ave,Baldwin Park,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,11.0
1107,18581904,LAHB,190301,2019-03-01 18:11:00,20002-Hit and Run No Injuries,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,82.0
1176,18582012,LAHB,190301,2019-03-01 19:05:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,29.0
1183,18582023,LAHB,190301,2019-03-01 19:21:00,1125-Traffic Hazard,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,12.0
1407,18582368,LAHB,190301,2019-03-01 23:56:00,1125-Traffic Hazard,I210 E / Michillinda Ave,Altadena,,,34.148542,-118.067704,7.0,37.0,,210,E,R29.811,30.1,,1.0
1016,18583733,LAHB,190302,2019-03-02 12:37:00,1182-Trfc Collision-No Inj,I210 E / Irwindale Ave Ofr,Baldwin Park,,,34.128746,-117.93815900000001,7.0,37.0,36826.0,210,E,R37.611,37.9,,85.0
1029,18583749,LAHB,190302,2019-03-02 12:39:00,1179-Trfc Collision-1141Enrt,I210 E / Irwindale Ave Ofr,LAFSP,,,34.128746,-117.93815900000001,7.0,37.0,36826.0,210,E,R37.611,37.9,,23.0
1144,18583902,LAHB,190302,2019-03-02 13:45:00,1125-Traffic Hazard,I210 E / N Altadena Dr,Altadena,,,34.1524,-118.098669,7.0,37.0,56000.0,210,E,R28.22,28.2,,19.0
1169,18583938,LAHB,190302,2019-03-02 14:03:00,20002-Hit and Run No Injuries,I210 E / CITRUS AVE N ONR,Baldwin Park,,,34.120806,-117.886408,7.0,37.0,3386.0,210,E,R40.811,41.1,,7.0
1505,18584418,LAHB,190302,2019-03-02 17:33:00,1125-Traffic Hazard,I210 E / Foothill Blvd / La Verne (81-208),LAFSP,,,34.119925,-117.786924,7.0,37.0,,210,E,R46.611,46.9,,55.0
1507,18584420,LAHB,190302,2019-03-02 17:31:00,1125-Traffic Hazard,I210 E / Foothill Blvd / La Verne (81-208),Baldwin Park,,,34.119925,-117.786924,7.0,37.0,,210,E,R46.611,46.9,,22.0
1512,18584427,LAHB,190302,2019-03-02 17:34:00,1125-Traffic Hazard,I210 E / Fruit St,LAFSP,,,34.119486,-117.76161,7.0,37.0,40830.0,210,E,R48.111,48.4,,
1584,18584551,LAHB,190302,2019-03-02 18:45:00,1125-Traffic Hazard,I210 E / Irwindale Ave Ofr,Baldwin Park,,,34.128746,-117.93815900000001,7.0,37.0,36826.0,210,E,R37.611,37.9,,18.0
1585,18584552,LAHB,190302,2019-03-02 18:44:00,1125-Traffic Hazard,I210 E / Foothill Blvd / La Verne (81-208),Baldwin Park,,,34.119925,-117.786924,7.0,37.0,,210,E,R46.611,46.9,,8.0
1598,18584579,LAHB,190302,2019-03-02 19:01:00,1125-Traffic Hazard,Lone Hill Ave Onr / I210 E,Baldwin Park,,,34.120501000000004,-117.824867,7.0,37.0,30014.0,210,E,R44.411,44.7,,1.0
1687,18584718,LAHB,190302,2019-03-02 20:29:00,1125-Traffic Hazard,I210 E / Azusa Ave,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,10.0
14,18585015,LAHB,190303,2019-03-03 00:21:00,20002-Hit and Run No Injuries,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,13.0
36,18585054,LAHB,190303,2019-03-03 01:03:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,Altadena,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,134.0
37,18585055,LAHB,190303,2019-03-03 01:02:00,1125-Traffic Hazard,I210 E / N Rosemead Blvd,Altadena,,,34.148192,-118.073425,7.0,37.0,,210,E,R29.511,29.8,,2.0
82,18585140,LAHB,190303,2019-03-03 02:31:00,20002-Hit and Run No Injuries,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,132.0
84,18585144,LAHB,190303,2019-03-03 02:33:00,1125-Traffic Hazard,I210 E / N Vernon Ave,Baldwin Park,,,34.126196,-117.916106,7.0,37.0,36826.0,210,E,R38.911,39.2,,2.0
117,18585190,LAHB,190303,2019-03-03 03:42:00,1179-Trfc Collision-1141 Enrt,I210 E / MT OLIVE,Baldwin Park,,,34.133883000000004,-117.95642099999999,7.0,37.0,36826.0,210,E,R36.511,36.8,,252.0
122,18585197,LAHB,190303,2019-03-03 03:52:00,WW-Wrong Way Driver,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,42.0
215,18585344,LAHB,190303,2019-03-03 07:18:00,CFIRE-Car Fire,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,21.0
337,18585561,LAHB,190303,2019-03-03 10:11:00,1125-Traffic Hazard,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,2.0
430,18585730,LAHB,190303,2019-03-03 12:01:00,1125-Traffic Hazard,I210 E / I605 N I210 E Con,Baldwin Park,,,34.132464,-117.951128,7.0,37.0,36826.0,210,E,R36.811,37.1,,6.0
543,18585906,LAHB,190303,2019-03-03 14:01:00,1125-Traffic Hazard,I210 E / N Altadena Dr,LAFSP,,,34.1524,-118.098669,7.0,37.0,56000.0,210,E,R28.22,28.2,,17.0
776,18586271,LAHB,190303,2019-03-03 17:35:00,1125-Traffic Hazard,I210 E / Azusa Ave,LAFSP,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,12.0
98,18586885,LAHB,190304,2019-03-04 05:25:00,1125-Traffic Hazard,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,1.0
319,18587196,LAHB,190304,2019-03-04 08:21:00,ANIMAL-Live or Dead Animal,Grand Ave Ofr / I210 E,Baldwin Park,,,34.120852,-117.87978999999999,7.0,37.0,3386.0,210,E,R41.211,41.5,,2.0
353,18587244,LAHB,190304,2019-03-04 08:42:00,1182-Trfc Collision-No Inj,I210 E / Lake Ave Ofr,Altadena,,,34.151683,-118.139351,7.0,37.0,56000.0,210,E,R25.92,25.9,,20.0
372,18587269,LAHB,190304,2019-03-04 08:49:00,1183-Trfc Collision-Unkn Inj,I210 E / Buena Vista St Ofr,Baldwin Park,,,34.135366999999995,-117.986896,7.0,37.0,48648.0,210,E,R34.711,35.0,,14.0
570,18587540,LAHB,190304,2019-03-04 11:14:00,1125-Traffic Hazard,I210 E / N Lake Ave,LAFSP,,,34.151665,-118.13225800000001,7.0,37.0,56000.0,210,E,R26.32,26.3,,33.0
571,18587541,LAHB,190304,2019-03-04 11:13:00,1125-Traffic Hazard,I210 E / N Lake Ave,Altadena,,,34.151665,-118.13225800000001,7.0,37.0,56000.0,210,E,R26.32,26.3,,15.0
589,18587562,LAHB,190304,2019-03-04 11:27:00,1125-Traffic Hazard,La210404 I210 E / Wo Citrus Av,Baldwin Park,,,34.120767,-117.89025,7.0,37.0,3386.0,210,E,R40.611,40.9,,9.0
868,18587947,LAHB,190304,2019-03-04 14:58:00,1125-Traffic Hazard,I210 E / Grand Ave,LAFSP,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,4.0
869,18587948,LAHB,190304,2019-03-04 14:57:00,1125-Traffic Hazard,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,28.0
870,18587949,LAHB,190304,2019-03-04 14:56:00,1125-Traffic Hazard,La210428 I210 E / Wo Sunflower Av,LA,,,34.117477,-117.84631,7.0,37.0,30014.0,210,E,R43.211,43.5,,6.0
1130,18588319,INHB,190304,2019-03-04 17:48:00,20002-Hit and Run No Injuries,La210458 I210 E / Eo San Dimas Av,LACC,,,34.119656,-117.80708700000001,7.0,37.0,66070.0,210,E,R45.511,45.8,,
1395,18588734,LAHB,190304,2019-03-04 22:55:00,1125-Traffic Hazard,I210 E / N San Dimas Ave,Baldwin Park,,,34.119658,-117.80720500000001,7.0,37.0,66070.0,210,E,R45.511,45.8,,11.0
33,18588840,LAHB,190305,2019-03-05 01:49:00,CLOSURE of a Road,I210 E / N FAIROAKS AVE,Altadena,,,34.151178,-118.15061599999999,7.0,37.0,56000.0,210,E,R25.22,25.2,,3.0
83,18588916,LAHB,190305,2019-03-05 04:55:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,Altadena,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,2.0
379,18589327,LAHB,190305,2019-03-05 09:12:00,1182-Trfc Collision-No Inj,I210 E / Madre St,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,3.0
538,18589541,LAHB,190305,2019-03-05 11:07:00,BREAK-Traffic Break,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,10.0
585,18589608,LAHB,190305,2019-03-05 11:43:00,1125-Traffic Hazard,I210 E / AZUSA AVE,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,66.0
593,18589619,LAHB,190305,2019-03-05 11:47:00,1125-Traffic Hazard,I210 E / N Irwindale Ave,LAFSP,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,4.0
657,18589711,LAHB,190305,2019-03-05 12:33:00,1125-Traffic Hazard,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,23.0
855,18590013,LAHB,190305,2019-03-05 15:04:00,1125-Traffic Hazard,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,26.0
877,18590041,LAHB,190305,2019-03-05 15:17:00,1125-Traffic Hazard,I210 E / Buena Vista St,Baldwin Park,,,34.135225,-117.977525,7.0,37.0,19990.0,210,E,R35.211,35.5,,11.0
1091,18590334,LAHB,190305,2019-03-05 17:23:00,1125-Traffic Hazard,I210 E / Madre St,LAFSP,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,17.0
1092,18590335,LAHB,190305,2019-03-05 17:22:00,1125-Traffic Hazard,I210 E / Madre St,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,62.0
1152,18590414,LAHB,190305,2019-03-05 17:50:00,1182-Trfc Collision-No Inj,I210 E / S Myrtle Ave,Baldwin Park,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,15.0
1161,18590425,LAHB,190305,2019-03-05 17:56:00,1125-Traffic Hazard,I210 E I605 Con / I210 E I605 S Con,LAFSP,,,34.135335999999995,-117.964376,7.0,37.0,19990.0,210,E,R36.011,36.3,,42.0
1162,18590426,LAHB,190305,2019-03-05 17:55:00,1125-Traffic Hazard,I210 E I605 Con / I210 E I605 S Con,Baldwin Park,,,34.135335999999995,-117.964376,7.0,37.0,19990.0,210,E,R36.011,36.3,,44.0
1432,18590824,LAHB,190305,2019-03-05 22:21:00,1183-Trfc Collision-Unkn Inj,I210 E / SUNFLOWER AVE,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,4.0
1479,18590907,LAHB,190305,2019-03-05 23:37:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,19.0
30,18590980,LAHB,190306,2019-03-06 01:26:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,7.0
234,18591289,LAHB,190306,2019-03-06 06:10:00,1182-Trfc Collision-No Inj,I210 E / N Vernon Ave,Baldwin Park,,,34.126196,-117.916106,7.0,37.0,36826.0,210,E,R38.911,39.2,,31.0
322,18591404,LAHB,190306,2019-03-06 06:55:00,1182-Trfc Collision-No Inj,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,36.0
412,18591529,LAHB,190306,2019-03-06 07:40:00,1125-Traffic Hazard,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,30.0
1037,18592376,LAHB,190306,2019-03-06 13:29:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,LAFSP,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,409.0
1039,18592378,LAHB,190306,2019-03-06 13:27:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,28.0
1333,18592838,LAHB,190306,2019-03-06 16:25:00,1125-Traffic Hazard,I210 E / Grand Ave,LAFSP,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,22.0
1334,18592839,LAHB,190306,2019-03-06 16:24:00,1125-Traffic Hazard,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,14.0
1409,18592942,LAHB,190306,2019-03-06 17:09:00,1125-Traffic Hazard,I210 E / Foothill Blvd / La Verne (81-208),LAFSP,,,34.119925,-117.786924,7.0,37.0,,210,E,R46.611,46.9,,30.0
1545,18593146,LAHB,190306,2019-03-06 18:46:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,52.0
109,18593753,LAHB,190307,2019-03-07 05:14:00,1125-Traffic Hazard,I210 E / Irwindale Ave Ofr,LAFSP,,,34.128746,-117.93815900000001,7.0,37.0,36826.0,210,E,R37.611,37.9,,40.0
110,18593754,LAHB,190307,2019-03-07 05:10:00,1125-Traffic Hazard,I210 E / Irwindale Ave Ofr,Baldwin Park,,,34.128746,-117.93815900000001,7.0,37.0,36826.0,210,E,R37.611,37.9,,35.0
234,18593921,LAHB,190307,2019-03-07 06:58:00,MZP-Assist CT with Maintenance,I210 E / Mountain Ave (81-202),Baldwin Park,,,34.135372,-117.98627900000001,7.0,37.0,48648.0,210,E,R34.711,35.0,,253.0
618,18594443,LAHB,190307,2019-03-07 11:45:00,1182-Trfc Collision-No Inj,I210 E / Azusa Ave,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,17.0
621,18594447,LAHB,190307,2019-03-07 11:51:00,1182-Trfc Collision-No Inj,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,37.0
627,18594456,LAHB,190307,2019-03-07 11:54:00,1182-Trfc Collision-No Inj,I210 E / N Irwindale Ave,LAFSP,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,28.0
669,18594527,LAHB,190307,2019-03-07 12:39:00,1183-Trfc Collision-Unkn Inj,La210384 I210 E / Eo Irwindale Av,LA,,,34.129672,-117.933631,7.0,37.0,36826.0,210,E,R37.811,38.1,,29.0
709,18594582,LAHB,190307,2019-03-07 13:02:00,1183-Trfc Collision-Unkn Inj,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,2.0
718,18594596,LAHB,190307,2019-03-07 13:04:00,1183-Trfc Collision-Unkn Inj,I210 E / N Irwindale Ave,LAFSP,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,17.0
1102,18595124,LAHB,190307,2019-03-07 17:31:00,1183-Trfc Collision-Unkn Inj,I210 E / S Myrtle Ave,LAFSP,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,34.0
1103,18595125,LAHB,190307,2019-03-07 17:29:00,1183-Trfc Collision-Unkn Inj,I210 E / S Myrtle Ave,Baldwin Park,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,12.0
1325,18595439,LAHB,190307,2019-03-07 20:10:00,1183-Trfc Collision-Unkn Inj,La210294 I210 E / Wo Rosemead Blvd,Altadena,,,34.147453000000006,-118.081364,7.0,37.0,56000.0,210,E,R29.32,29.3,,69.0
1366,18595510,LAHB,190307,2019-03-07 21:10:00,CFIRE-Car Fire,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,2.0
586,18596493,LAHB,190308,2019-03-08 10:29:00,1125-Traffic Hazard,I210 E / Buena Vista St,LAFSP,,,34.135225,-117.977525,7.0,37.0,19990.0,210,E,R35.211,35.5,,15.0
734,18596683,LAHB,190308,2019-03-08 11:49:00,1125-Traffic Hazard,I210 E / E Colorado Blvd,Altadena,,,34.145621000000006,-118.02673500000002,7.0,37.0,2462.0,210,E,R32.211,32.5,,12.0
755,18596714,LAHB,190308,2019-03-08 12:11:00,1125-Traffic Hazard,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,27.0
934,18596954,LAHB,190308,2019-03-08 14:06:00,1125-Traffic Hazard,La210338 I210 E / Myrtle Av,LAFSP,,,34.135354,-118.00081200000001,7.0,37.0,48648.0,210,E,R33.911,34.2,,12.0
1016,18597055,LAHB,190308,2019-03-08 14:51:00,20001-Hit and Run w/Injuries,I210 E / Huntington Dr Ofr,Altadena,,,34.142933,-118.021097,7.0,37.0,2462.0,210,E,R32.611,32.9,IN,36.0
1042,18597087,LAHB,190308,2019-03-08 15:05:00,1182-Trfc Collision-No Inj,I210 E / Lone Hill Ave Ofr,Baldwin Park,,,34.120957000000004,-117.83278500000002,7.0,37.0,30014.0,210,E,R44.011,44.3,,12.0
1232,18597343,LAHB,190308,2019-03-08 16:42:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,LAFSP,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,1.0
1233,18597345,LAHB,190308,2019-03-08 16:39:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,Altadena,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,2.0
1461,18597676,LAHB,190308,2019-03-08 19:01:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,42.0
1644,18597978,LAHB,190308,2019-03-08 22:29:00,1125-Traffic Hazard,I210 E / Azusa Ave,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,1.0
1654,18597988,LAHB,190308,2019-03-08 22:39:00,1125-Traffic Hazard,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,2.0
530,18598875,LAHB,190309,2019-03-09 12:28:00,1182-Trfc Collision-No Inj,I210 E / Madre St,LAFSP,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,53.0
558,18598912,LAHB,190309,2019-03-09 12:42:00,1125-Traffic Hazard,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,1.0
565,18598926,LAHB,190309,2019-03-09 12:47:00,1125-Traffic Hazard,I210 E / Sunflower Ave,LAFSP,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,0.0
639,18599028,LAHB,190309,2019-03-09 13:43:00,1182-Trfc Collision-No Inj,I210 E / Madre St,LAFSP,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,19.0
640,18599029,LAHB,190309,2019-03-09 13:42:00,1182-Trfc Collision-No Inj,I210 E / Madre St,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,31.0
739,18599173,LAHB,190309,2019-03-09 14:53:00,1125-Traffic Hazard,I210 E / Fruit St,Baldwin Park,,,34.119486,-117.76161,7.0,37.0,40830.0,210,E,R48.111,48.4,,40.0
989,18599567,LAHB,190309,2019-03-09 18:04:00,1183-Trfc Collision-Unkn Inj,I210 E / Lone Hill Ave,Baldwin Park,,,34.120858,-117.828915,7.0,37.0,30014.0,210,E,R44.211,44.5,,35.0
40,18600055,LAHB,190310,2019-03-10 01:40:00,1125-Traffic Hazard,I210 E / Citrus Ave Oc,Baldwin Park,,,34.120767,-117.89013999999999,7.0,37.0,3386.0,210,E,R40.611,40.9,,98.0
479,18600722,LAHB,190310,2019-03-10 13:30:00,1182-Trfc Collision-No Inj,I210 E / SUNFLOWER AVE,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,43.0
541,18600811,LAHB,190310,2019-03-10 14:23:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,LAFSP,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,1.0
543,18600814,LAHB,190310,2019-03-10 14:19:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,8.0
650,18600989,LAHB,190310,2019-03-10 16:04:00,1182-Trfc Collision-No Inj,I210 E / Mountain Ave Ofr,Baldwin Park,,,34.13537,-117.992621,7.0,37.0,48648.0,210,E,R34.411,34.7,,58.0
709,18601088,LAHB,190310,2019-03-10 16:59:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,11.0
55,18601688,LAHB,190311,2019-03-11 03:07:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,23.0
58,18601692,LAHB,190311,2019-03-11 03:26:00,FIRE-Report of Fire,I210 E / Citrus Ave Ofr,Baldwin Park,,,34.120876,-117.89477,7.0,37.0,3386.0,210,E,R40.311,40.6,,11.0
121,18601784,LAHB,190311,2019-03-11 05:54:00,CFIRE-Car Fire,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,28.0
131,18601796,LAHB,190311,2019-03-11 06:07:00,CFIRE-Car Fire,I210 E / Grand Ave,LAFSP,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,15.0
282,18602015,LAHB,190311,2019-03-11 07:54:00,1182-Trfc Collision-No Inj,I210 E / N San Dimas Ave,Baldwin Park,,,34.119658,-117.80720500000001,7.0,37.0,66070.0,210,E,R45.511,45.8,,1.0
332,18602087,LAHB,190311,2019-03-11 08:28:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,12.0
639,18602533,LAHB,190311,2019-03-11 12:53:00,1125-Traffic Hazard,I210 E / S Myrtle Ave,LAFSP,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,0.0
880,18602883,LAHB,190311,2019-03-11 15:48:00,1125-Traffic Hazard,I210 E / N Fairoaks Ave,Altadena,,,34.151178,-118.15061599999999,7.0,37.0,56000.0,210,E,R25.22,25.2,,10.0
